mileage,price,model,year_raw,description,brand,year,engine_size,category
0.0,14990.0,F900 XR,New 2022 BMW Standard,,BMW,2022,900.0,Standard
0.0,26240.0,R18 B,New 2022 BMW Cruiser,,BMW,2022,18.0,Cruiser
357.0,37000.0,M 1000 RR,  2022 BMW Competition,,BMW,2022,1000.0,Unknown
17.0,16689.0,F 850 GS 850 GS ADVENTURE,New 2022 BMW Dual Sport,,BMW,2022,850.0,Dual Sport
0.0,18165.0,R1250 R,New 2022 BMW Standard,,BMW,2022,1250.0,Standard
33.0,22415.0,R 1250 GS Adventure,New 2022 BMW Dual Sport,,BMW,2022,1250.0,Dual Sport
3.0,12700.0,F 900 R,New 2022 BMW Standard,,BMW,2022,900.0,Standard
0.0,6440.0,G310GS 310 GS,New 2022 BMW Standard,,BMW,2022,310.0,Standard
14000.0,13500.0,S 1000 XR,  2018 BMW Sport Touring,,BMW,2018,1000.0,Sport Touring
18008.0,6900.0,R 1200 RT,  2006 BMW Sport Touring,,BMW,2006,1200.0,Sport Touring
10251.0,15960.0,K 1600 GT Premium,  2016 BMW Touring,,BMW,2016,1600.0,Touring
16820.0,16650.0,R 1200 GS Adventure Premium,  2016 BMW Dual Sport,,BMW,2016,1200.0,Dual Sport
18094.0,13499.0,K 1600 GT Premium,  2016 BMW Touring,,BMW,2016,1600.0,Touring
39077.0,2490.0,K100 RT,  1985 BMW Cruiser,,BMW,1985,100.0,Cruiser
12404.0,13960.0,F 850 GS Adventure Premium,  2019 BMW Dual Sport,,BMW,2019,850.0,Dual Sport
25266.0,16950.0,R 1200 GS Premium,  2018 BMW Dual Sport,,BMW,2018,1200.0,Dual Sport
38982.0,11950.0,K 1600 GTL Premium,  2013 BMW Touring,,BMW,2013,1600.0,Touring
23732.0,15960.0,R 1200 GS Adventure Premium,  2016 BMW Dual Sport,,BMW,2016,1200.0,Dual Sport
27806.0,12960.0,K 1600 GT,  2014 BMW Touring,,BMW,2014,1600.0,Touring
41354.0,15491.0,R 1200 GS Adventure Premium,  2018 BMW Dual Sport,,BMW,2018,1200.0,Dual Sport
29640.0,10950.0,K 1600 GT,  2012 BMW Touring,,BMW,2012,1600.0,Touring
2826.0,25960.0,K 1600 GTL Black Premium,  2021 BMW Touring,,BMW,2021,1600.0,Touring
13817.0,22950.0,K 1600 GTL Premium,  2019 BMW Touring,,BMW,2019,1600.0,Touring
29972.0,12466.0,K 1600 GT,  2014 BMW Touring,,BMW,2014,1600.0,Touring
5807.0,7950.0,F 700 GS,  2013 BMW Dual Sport,,BMW,2013,700.0,Dual Sport
35879.0,8999.0,R 1200 GS,  2011 BMW Dual Sport,,BMW,2011,1200.0,Dual Sport
29130.0,4899.0,K 1200 LT,  2002 BMW Touring,,BMW,2002,1200.0,Touring
9044.0,18950.0,K 1600 B Premium,  2019 BMW Touring,,BMW,2019,1600.0,Touring
1302.0,18950.0,R 1200 GS Adventure Premium,  2018 BMW Dual Sport,,BMW,2018,1200.0,Dual Sport
14839.0,16650.0,R 1200 GS Adventure Premium,  2016 BMW Dual Sport,,BMW,2016,1200.0,Dual Sport
32556.0,13950.0,R 1200 GS Adventure Premium,  2015 BMW Dual Sport,,BMW,2015,1200.0,Dual Sport
25379.0,16990.0,K 1600 B Black Storm Metallic Premium,  2018 BMW Dual Sport,,BMW,2018,1600.0,Dual Sport
15312.0,12266.0,F 800 GS Adventure Premium Alpine White,  2016 BMW Dual Sport,,BMW,2016,800.0,Dual Sport
57783.0,15523.0,K 16GL 1600 GTL,  2018 BMW Sport Touring,,BMW,2018,16.0,Sport Touring
13793.0,17950.0,R 1200 GS Rally Premium,  2017 BMW Dual Sport,,BMW,2017,1200.0,Dual Sport
15620.0,11499.0,S 1000 XR Premium Racing Red,  2016 BMW Standard,,BMW,2016,1000.0,Standard
15620.0,11499.0,S 1000 XR Premium Racing Red,  2016 BMW Standard,,BMW,2016,1000.0,Standard
15620.0,11499.0,S 1000 XR Premium Racing Red,  2016 BMW Standard,,BMW,2016,1000.0,Standard
41279.0,10997.0,K 1600 GT Premium,  2013 BMW Touring,,BMW,2013,1600.0,Touring
5571.0,23860.0,R 1250 GS Adventure Rally,  2022 BMW Dual Sport,,BMW,2022,1250.0,Dual Sport
9003.0,17966.0,K 1600 B Premium,  2018 BMW Sport Touring,,BMW,2018,1600.0,Sport Touring
892.0,13777.0,R 18 First Edition,  2021 BMW Cruiser,,BMW,2021,18.0,Cruiser
673.0,13777.0,R 18 First Edition,  2021 BMW Cruiser,,BMW,2021,18.0,Cruiser
480.0,20150.0,R 1200 GS Adventure Premium,  2017 BMW Dual Sport,,BMW,2017,1200.0,Dual Sport
11.0,19215.0,R nineT 719 Night Black Matte/Aluminum Matte BASE,New 2023 BMW Cruiser,"Thoroughly reduced. And yet entirely present. The BMW R nineT. The classic roadster embodies the passion and innovation of over 90 years of motorcycle design, with high-quality materials and careful workmanship in the smallest detail. Its iconic boxer engine now blends in even better with the original proportions. And lets you power over the asphalt with its improved torque curve. Countless individualization options mean no limits when it comes to your self-realization. Become part of the #Soulfuel community and show who you really are with your R nineT.",BMW,2023,719.0,Cruiser
3126.0,17995.0,K 1600 GTL,  2018 BMW Touring,,BMW,2018,1600.0,Touring
7545.0,12900.0,S1000 R Sport Dynamic Pro,  2018 BMW Sportbike,2,BMW,2018,1000.0,Sportbike
18769.0,4499.0,K 75 C,  1986 BMW Classic / Vintage,"ONLY 18,769 original miles!",BMW,1986,75.0,Unknown
1756.0,9450.0,F 700 GS,  2017 BMW Dual Sport,,BMW,2017,700.0,Dual Sport
3.0,23666.0,R 1250 GS Rallye,  2023 BMW Dual Sport,,BMW,2023,1250.0,Dual Sport
5.0,22195.0,R18 CLASSIC,New 2022 BMW Touring,,BMW,2022,18.0,Touring
241.0,13999.0,F 850 GS 850 GS ADVENTURE,  2021 BMW Standard,ADVENTURE IN THE BLOOD,BMW,2021,850.0,Standard
308.0,29995.0,S 1000 RR Light White/M Motorsport,New 2023 BMW Sportbike,"The RR is now even more foc  and more precisely geared towards pure performance. For those who increasingly demand more. More from themselves. More each lap. And more from their RR. Simply put: #NeverStopChallenging. Leading the way is a matter of millimeters, especially in the circles the RR has always been a part of. Thats why we have streamlined and evolved the RR where it matters most: from the new steering angle sensor with Brake Slide Assist and Slide Control as well as the integration of M components and improvements to the electronics and crucial processes for modifying the bike for the race track. And all this with a clear goal in mind claiming the pole position over and over again.",BMW,2023,1000.0,Sportbike
0.0,28585.0,R 18 TRANSCONTINENTAL,New 2022 BMW Standard,"The R 18 Transcontinental offers you exclusive and luxurious traveling. As a member of the R 18 family it represents BMW Motorrads tradition and is deeply rooted in the here and now: its unmistakable front end with the tall windscreen and the mighty Big Boxer promise a comfortable, powerful ride for miles. The automatic load compensation feature accurately adapts the chassis to the load applicable to the motorcycle. And thanks to it being prepared for customizing you can define your R 18 Transcontinental according to what you will discover on every trip: yourself. Simply put: classic",BMW,2022,18.0,Standard
9.0,18065.0,S1000R,New 2022 BMW Sportbike,Option Information,BMW,2022,1000.0,Sportbike
23393.0,11886.0,K 1600 GTL Premium Black Storm Metallic,  2016 BMW Touring,"When luxury is freed of constraint, it moves to a new level. At the very top of this evolution is the K 1600 GTL a high-class touring bike like none before it. With the most compact and efficient in-line 6-cylinder engine ever installed in a series production motorcycle.",BMW,2016,1600.0,Touring
0.0,28080.0,R 18 TRANSCONTINENTAL,New 2023 BMW Standard,"The R 18 Transcontinental offers you exclusive and luxurious traveling. As a member of the R 18 family it represents BMW Motorrads tradition and is deeply rooted in the here and now: its unmistakable front end with the tall windscreen and the mighty Big Boxer promise a comfortable, powerful ride for miles. The automatic load compensation feature accurately adapts the chassis to the load applicable to the motorcycle. And thanks to it being prepared for customizing you can define your R 18 Transcontinental according to what you will discover on every trip: yourself. Simply put: classic",BMW,2023,18.0,Standard
4985.0,7999.0,F 900 R,  2021 BMW Sportbike,"The BMW F 900 R.;;Dynamic, progressive, intuitive.;;The pure and powerful design of the F 900 R simply demands to be challenged. This dynamic roadster gives you the opportunity to get your adrenaline racing. The F 900 R responds with precision and accuracy. This means that you can engage its power intuitively, as if translating your thoughts directly into riding pleasure. The F 900 R supports you with lightning technology and connectivity.;;Climb on, get going, #NeverStopChallenging.",BMW,2021,900.0,Sportbike
0.0,30470.0,R 18 TRANSCONTINENTAL,New 2023 BMW Standard,"The R 18 Transcontinental offers you exclusive and luxurious traveling. As a member of the R 18 family it represents BMW Motorrads tradition and is deeply rooted in the here and now: its unmistakable front end with the tall windscreen and the mighty Big Boxer promise a comfortable, powerful ride for miles. The automatic load compensation feature accurately adapts the chassis to the load applicable to the motorcycle. And thanks to it being prepared for customizing you can define your R 18 Transcontinental according to what you will discover on every trip: yourself. Simply put: classic",BMW,2023,18.0,Standard
7.0,29970.0,R 18 TRANSCONTINENTAL,New 2023 BMW Touring,"This 2023 BMW R 18 Transcontinental touring motorcycle in Option 719 Mineral White Metallic is available for sale at Euro Cycles of Tampa Bay Florida. 8509 Gunn Hwy, Odessa, FL 33556. ph: 813-926-9937OPTIONS:Color H0A Option 719 Mineral White Metallic 1,895.00Options ZPP Premium Package 2,250.00134 Adaptive Headlight N/C17C Locking Fuel Filler Cap N/C204 Hill Start Control N/C219 Headlight Pro N/C417 Central Locking System N/C530 TPM (Tire Pressure Monitor) N/C5DF Active Cruise Control N/C603 Anti Theft Alarm System N/C64B Marshall Gold Series Stage 2 N/C317 Option 719 Seat 445.0035C Design Package Black 195.00376 Radio Software N/C568 Black Engine N/C5AB Brake Light US N/C77M Wheel Black Contrast Cut 295.00",BMW,2023,18.0,Touring
8914.0,16995.0,K 1600 GTL EXCLUSIVE,  2016 BMW Touring,"This one owner 2016 BMW K1600GTL Exclusive is for sale at Cycle Werks in Barrington in Barrington IL and is in immaculate condition with only 8914 miles.  Our service department has inspected the bike and performed an oil and oil filter change along with a rear drive fluid change and also a brake fluid flush.  The previous owner had installed new tires at Cycle Werks at 5500 and this bike was originally purchased new from Cycle Werks as well.  It is equipped with an Adaptive Headlight, Dynamic Traction Control, Hill Start Control, Central Locking System, Tire Pressure Monitors, Anti Theft Alarm System, Bluetooth Interface, Keyless Ride, Audio System with Radio, Electronic Suspension Adjustment, ABS Pro, Auxiliary LED Running Lights, Engine Protection Guards, Power Adjusting Windscreen, Heated Grips, Heated Seat, Passenger Arm Rests and a BMW Navigation System.",BMW,2016,1600.0,Touring
17974.0,14999.0,S 1000 RR,  2012 BMW Sportbike,"The latest in racing power. With an aluminium bridge, radial brakes, the BMW S1000RR comes standard in Canada with Race ABS, Dynamic Traction Control (DTC) and Gear Shift Assist. Never before is it so easy to keep so much power under control. This is just as true on public roads as it is down on the racetrack. The RR label shows that it is a full-blooded racing bike, even though it can also be ridden with a number plate attached. To top it all off is an engine which is our absolute pride and joy. And our motorsports team agree wholeheartedly.",BMW,2012,1000.0,Sportbike
45078.0,6995.0,R 1200 R,  2009 BMW Sport Touring,,BMW,2009,1200.0,Sport Touring
0.0,27815.0,R 18 TRANSCONTINENTAL,New 2022 BMW Standard,"The R 18 Transcontinental offers you exclusive and luxurious traveling. As a member of the R 18 family it represents BMW Motorrads tradition and is deeply rooted in the here and now: its unmistakable front end with the tall windscreen and the mighty Big Boxer promise a comfortable, powerful ride for miles. The automatic load compensation feature accurately adapts the chassis to the load applicable to the motorcycle. And thanks to it being prepared for customizing you can define your R 18 Transcontinental according to what you will discover on every trip: yourself. Simply put: classic #SoulFuel.",BMW,2022,18.0,Standard
153.0,16644.0,R nineT 719 Aluminum,  2022 BMW Cruiser,"Thoroughly reduced. And yet entirely present. The BMW R nineT. The classic roadster embodies the passion and innovation of over 90 years of motorcycle design, with high-quality materials and careful workmanship in the smallest detail. Its iconic boxer engine now blends in even better with the original proportions. And lets you power over the asphalt with its improved torque curve. Countless individualization options mean no limits when it comes to your self-realization. Become part of the #Soulfuel community and show who you really are with your R nineT.",BMW,2022,719.0,Cruiser
